Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,LoansPQ Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer,Column2,Status
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 1 (30-49 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 1 (30-49 Closed Loans/Mon) with 3 implementations,N,33250,1946,,,87,3754,1943.0,2042.0,N,2610.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 2 (50-99 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 2 (50-99 Closed Loans/Mon) with 1 implementation,N,23000,1946,,,78.5,3754,1943.0,2042.0,N,3925.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 2 (50-99 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 2 (50-99 Closed Loans/Mon) with 2 implementations,N,34500,1946,,,78.5,3754,1943.0,2042.0,N,3925.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 2 (50-99 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 2 (50-99 Closed Loans/Mon) with 3 implementations,N,40250,1946,,,78.5,3754,1943.0,2042.0,N,3925.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 3 (100-199 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 3 (100-199 Closed Loans/Mon) with 1 implementation,N,28500,1946,,,68.25,3754,1943.0,2042.0,N,6825.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 3 (100-199 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 3 (100-199 Closed Loans/Mon) with 2 implementations,N,42750,1946,,,68.25,3754,1943.0,2042.0,N,6825.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 3 (100-199 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 3 (100-199 Closed Loans/Mon) with 3 implementations,N,50000,1946,,,68.25,3754,1943.0,2042.0,N,6825.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 4 (200-399 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 4 (200-399 Closed Loans/Mon) with 1 implementation,N,34000,1946,,,59.5,3754,1943.0,2042.0,N,11900.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 4 (200-399 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 4 (200-399 Closed Loans/Mon) with 2 implementations,N,51000,1946,,,59.5,3754,1943.0,2042.0,N,11900.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 4 (200-399 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 4 (200-399 Closed Loans/Mon) with 3 implementations,N,59500,1946,,,59.5,3754,1943.0,2042.0,N,11900.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 5 (400-699 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 5 (400-699 Closed Loans/Mon) with 1 implementation,N,39250,1946,,,51.75,3754,1943.0,2042.0,N,20700.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 5 (400-699 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 5 (400-699 Closed Loans/Mon) with 2 implementations,N,59000,1946,,,51.75,3754,1943.0,2042.0,N,20700.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 5 (400-699 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 5 (400-699 Closed Loans/Mon) with 3 implementations,N,69000,1946,,,51.75,3754,1943.0,2042.0,N,20700.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 6 (700-999 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 6 (700-999 Closed Loans/Mon) with 1 implementation,N,43750,1946,,,46.25,3754,1943.0,2042.0,N,32375.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 6 (700-999 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 6 (700-999 Closed Loans/Mon) with 2 implementations,N,65750,1946,,,46.25,3754,1943.0,2042.0,N,32375.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 6 (700-999 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 6 (700-999 Closed Loans/Mon) with 3 implementations,N,76750,1946,,,46.25,3754,1943.0,2042.0,N,32375.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 7 (1000+ Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 7 (1000+ Closed Loans/Mon) with 1 implementation,N,46500,1946,,,43,3754,1943.0,2042.0,N,43000.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 7 (1000+ Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 7 (1000+ Closed Loans/Mon) with 2 implementations,N,69750,1946,,,43,3754,1943.0,2042.0,N,43000.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 7 (1000+ Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 7 (1000+ Closed Loans/Mon) with 3 implementations,N,81500,1946,,,43,3754,1943.0,2042.0,N,43000.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (0-9 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,,,30,5386,5329.0,5328.0,N,0.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (10-24 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,,,25,5386,5329.0,5328.0,N,250.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (25-49 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,,,21,5386,5329.0,5328.0,N,525.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (50-99 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,,,17.5,5386,5329.0,5328.0,N,875.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (100-399 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,,,14.5,5386,5329.0,5328.0,N,1450.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (400+ Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,,,12,5386,5329.0,5328.0,N,4800.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Site Analytics,Standard,Application Portal Mortgage - Site Analytics,N,,,1050,5327,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Additional Portal,Standard,Application Portal Mortgage - Additional Portal,N,,,1050,4215,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Custom URL,Standard,Application Portal Mortgage - Custom URL,N,,,1050,4216,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Equifax InstaTouch,Standard,Application Portal Mortgage - Equifax InstaTouch,N,1500,5288,,,2.1,5289,,,N,,,,,
Origination - Mortgage,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountChek - One Time,Standard,Application Portal Mortgage - AccountChek - One Time,N,,,,,8.4,1940,,,N,,,,,
Origination - Mortgage,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountChek - 30 Day Monitoring,Standard,Application Portal Mortgage - AccountChek - 30 Day Monitoring,N,,,,,14.7,3529,,,N,,,,,
Origination - Mortgage,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountChek - 60 Day Monitoring,Standard,Application Portal Mortgage - AccountChek - 60 Day Monitoring,N,,,,,14.7,3530,,,N,,,,,
Origination - Mortgage,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountChek - 90 Day Monitoring,Standard,Application Portal Mortgage - AccountChek - 90 Day Monitoring,N,,,,,18.9,3531,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (0-249 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (250-499 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (500-999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (1000-1999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (2000-3999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (4000-7999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (8000+  apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,5338,99,5339,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (0-249 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (0-249 apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (250-499 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (250-499 apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (500-999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (500-999 apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (1000-1999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (1000-1999 apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (2000-3999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (2000-3999 apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (4000-7999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (4000-7999 apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (8000+  apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (8000+  apps),N,6500,5335,,5338,99,5343,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (+8k apps),App Commitment / Mon,Address Verification (+8k apps),N,,,15750,741,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (0 - 499 apps),App Commitment / Mon,Address Verification (0 - 499 apps),N,,,1050,741,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (1k - 1.99k apps),App Commitment / Mon,Address Verification (1k - 1.99k apps),N,,,6300,741,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (2k - 3.99k apps),App Commitment / Mon,Address Verification (2k - 3.99k apps),N,,,9450,741,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (4k - 7.99k apps),App Commitment / Mon,Address Verification (4k - 7.99k apps),N,,,12600,741,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (500 - 999 apps),App Commitment / Mon,Address Verification (500 - 999 apps),N,,,3150,741,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,,IST CorrectAddress,Standard,IST CorrectAddress,N,,,,,0.11,2139,,,N,,Applies to both test and production,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Call Center,CUNA Loanlink,Co-op,Standard,Co-op,N,3000,5312,1050,2555,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Call Center,LSI,LSI,Standard,LSI,N,3000,4310,1050,2555,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Call Center,PSCU,PSCU,Standard,PSCU,N,3000,4315,1050,2555,,,,,N,,,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,Core Conversion,Standard,Core Conversion,N,10500,6761,,,,,,,N,,,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,Fiserv DNA Fee (pass through from vendor),Standard,Fiserv DNA Fee (pass through from vendor),N,5250,6761,,,,,,,N,,In addition to ML project fee,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,JHA to JHA,Standard,JHA to JHA,N,3675,6761,,,,,,,N,,,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,Symitar Reconversion,Standard,Symitar Reconversion,N,5250,6761,,,,,,,N,,Update on Symitar version for additional mappings,,,
SHARED,SHARED,Add On - Core Integration,COCC,COCC,Standard,COCC,N,11025,6760,2756,6563,,,,,N,,White labeled version of DNA,,,
SHARED,SHARED,Add On - Core Integration,CUAnswers,CUBase,Standard,CUBase,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Cunify,Standard,Cunify,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,CUDP,CUProdigy,Standard,CUProdigy,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,DataSafe,Standard,DataSafe,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,DNA,Standard,DNA,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Episys,Standard,Episys,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,ESP,ESP (Forza),Standard,ESP (Forza),N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,CMC,Flex,Standard,Flex,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Galaxy,Standard,Galaxy,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FIS,Horizon,Standard,Horizon,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FIS,IBS,Standard,IBS,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,EPL,iPower,Standard,iPower,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Jack Henry 20/20,Standard,Jack Henry 20/20,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Jack Henry CoreDirector,Standard,Jack Henry CoreDirector,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Jack Henry Silverlake,Standard,Jack Henry Silverlake,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Corelation,KeyStone,Standard,KeyStone,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FIS,Bankway (Metavante),Standard,Bankway (Metavante),N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features;,,,
SHARED,SHARED,Add On - Core Integration,FIS,Miser,Standard,Miser,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Share One,NewSolutions,Standard,NewSolutions,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Finastra,Phoenix EFE,Standard,Phoenix EFE,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Portico,Standard,Portico,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Spectrum (Summit),Standard,Spectrum (Summit),N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Finastra,UltraData OpenPath,Standard,UltraData OpenPath,N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,XP System (XP2),Standard,XP System (XP2),N,11025,6760,2756,6563,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Other,New Core Integration,Standard,New Core Integration,N,11025,6760,2756,6563,,,,,N,,Using ML standard schema = full integration; New schema includes Import Customer and View Account and additional features can be built as prof svcs; contact Product Mgmt for project timelines,,,
