Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,LoansPQ Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer,Column2,Status
Shared,Shared,Add On - Misc,MeridianLink,Retrain: End User Workflow - Onsite Training,Daily,Retrain: End User Workflow - Onsite Training,N,,,,,2100,?,,,N,,Per day per LPQ or XA. Plus travel expenses.,,,
Shared,Shared,Add On - Misc,MeridianLink,Retrain: End User Workflow - Remote,Standard,Retrain: End User Workflow - Remote,N,1575,?,,,,,,,N,,$3150 if doing LPQ & XA,,,
Shared,Shared,Add On - Misc,MeridianLink,Reverse or Post-Live Data Migration,Standard,Reverse or Post-Live Data Migration,N,,,Quote,6862,,,,,N,,Submit reverse migration request to SDS team for cost,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Payment/Funding Option,Magic Wrighter,ACH Processing,Standard,ACH Processing,N,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Payment/Funding Option,ACH Originator via NACHA,ACH Processing,Standard,ACH Processing,N,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Payment/Funding Option,First Data,Credit Card Processing,Standard,Credit Card Processing,N,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Payment/Funding Option,Authorize.net,Credit Card Processing,Standard,Credit Card Processing,N,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Payment/Funding Option,Paypal,Payment Processing,Standard,Payment Processing,N,,,,,,,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,CoreLogic Home Value Explorer (HVE) - LPQ,Usage,CoreLogic Home Value Explorer (HVE),N,,,,,21,6660,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,CoreLogic Home Value Explorer (HVE) - MCL,Usage,CoreLogic Home Value Explorer (HVE),N,,,,,2,6660,,,N,,"(aggregate)
< 2,500: $2
2,500 - 4,999: $1
>= 5,000: $0.50","Volume Discount
< 2,500: $2
2,500 - 4,999: $1
>= 5,000: $0.50",,
Shared,Shared,Add On - Property Data,CoreLogic,CoreLogic GeoAVM (LPQ),Usage,CoreLogic GeoAVM,N,,,,,26.25,6659,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,CoreLogic GeoAVM (MCL),Usage,CoreLogic GeoAVM,N,,,,,2,6659,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,CoreLogic IVAL,Usage,CoreLogic IVAL,N,,,,,2,6661,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,CoreLogic PASS,Usage,CoreLogic PASS,N,,,,,2,6662,,,N,,,,,
Shared,Shared,Add On - Property Data,Stewart,PMC,Usage,PMC,N,,,,,2,6663,,,N,,,,,
Shared,Shared,Add On - Property Data,"ServiceLink,
Corelogic,
Wolters
Kluwer,
Lereta",Flood Transaction,Usage,Flood Transaction,N,,,,,1,6665,,,N,,"(aggregate)
< 2,500: $1
2,500 - 4,999: $0.75
>= 5,000: $0.50","Volume Discount
< 2,500: $1
2,500 - 4,999: $0.75
>= 5,000: $0.50",,
Shared,Shared,Add On - Property Data,ServiceLink,Flood Zone Determination - Basic,Usage,Flood Zone Determination - Basic,N,,,,,Quote,,,,N,,,,,
Shared,Shared,Add On - Property Data,ServiceLink,Flood Zone Determination - Life of Loan,Usage,Flood Zone Determination - Life of Loan,N,,,,,Quote,,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,Flood Zone Determination - Basic,Usage,Flood Zone Determination - Basic,N,,,,,Quote,,,,N,,,,,
Shared,Shared,Add On - Property Data,CoreLogic,Flood Zone Determination - Life of Loan,Usage,Flood Zone Determination - Life of Loan,N,,,,,Quote,,,,N,,,,,
Shared,Shared,Add On - Property Data,Lereta,Flood Zone Determination - Basic,Usage,Flood Zone Determination - Basic,N,,,,,Quote,,,,N,,,,,
Shared,Shared,Add On - Property Data,Lereta,Flood Zone Determination - Life of Loan,Usage,Flood Zone Determination - Life of Loan,N,,,,,Quote,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,Accurate Group,Accurate Group-  Settlement Services,Standard,Accurate Group-  Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,First Close,First Close - Settlement Services,Standard,First Close - Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,Lender Close,Lender Close-  Settlement Services,Standard,Lender Close-  Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,New Vista,New Vista - Settlement Services,Standard,New Vista - Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,SourcePoint,SourcePoint - Settlement Services,Standard,SourcePoint - Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,United One Resources,United One Resources - Settlement Services,Standard,United One Resources - Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Settlement Services,Universal Real Estate Services,Universal Real Estate Services - Settlement Services,Standard,Universal Real Estate Services - Settlement Services,N,2100,,1575,,,,,,N,,Utilizes LPQ Synergic Framework,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Storage,MeridianLink,Consumer Documents,Standard,Consumer Documents,N,,,,,,,,,N,,Placeholder to re-evaluate,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - SwitchKit,ClickSWITCH,ClickSWITCH (new CS client),Standard,ClickSWITCH,N,7875,1446,,,26.25,2140,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - SwitchKit,ClickSWITCH,ClickSWITCH (existing CS client),Standard,ClickSWITCH,N,5250,1446,3150,747,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Vehicle History,Experian,AutoCheck,Standard,AutoCheck,N,1050,4278,1050,4171,7.95,2175,,,N,,Client buying from Experian directly = setup + annual; Client buying from ML = setup + annual + transaction,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Vehicle History,Experian,AutoCheck with Buyback Protection,Standard,AutoCheck with Buyback Protection,N,1050,4279,1050,4172,10.5,?,,,N,,Client buying from Experian directly = setup + annual; Client buying from ML = setup + annual + transaction,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Vehicle History,CarFax,Carfax Title Brand Component,Standard,Carfax Title Brand Component,N,,,,,0.26,2177,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Vehicle History,CarFax,Carfax Vehicle History,Standard,Carfax Vehicle History,N,1050,2538,525,2539,,,,,N,,also enables Total Lost Report,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Vehicle Insurance,American Service Group,American Service Group,Standard,American Service Group,N,,,,,,,,,N,,,,,
Shared,Shared,Add On - Vehicle Insurance,Black Book,Black Book,Per Pull,Black Book,N,,,,,0.4,?,,,N,,"Collectible vehicle, used vehicle, and power sport values",,,
Shared,Shared,Add On - Vehicle Insurance,KBB,KBB,Per Pull,KBB,N,,,,,0.4,?,,,N,,,,,
Shared,Shared,Add On - Vehicle Insurance,NADA,NADA,Per Pull,NADA,N,,,,,0.4,?,,,N,,,,,
Shared,Shared,Add On - Vehicle Insurance,NADA,NADA Other,Per Pull,NADA Other,N,,,,,0.4,?,,,N,,"Marine, RV, and power sport vehicle values",,,
Verification Data Access,Mortgage Credit Link,Primary Service,MeridianLink,Mortgage Credit Link Platform,Standard,Mortgage Credit Link Platform,N,9000,1739,,,,,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Comparison Report,Usage,Comparison Report,N,,,,,1,851,,,N,,"(aggregate)
<= 249: $1
250 - 499: $0.90
500 - 999: $0.80
1,000 - 2,499: $0.60
2,500 - 4,999: $0.40
5,000 - 9,999: $0.30
10,000 - 24,999: $0.24
25,000 - 49,999: $0.20
>= 50,000: $0.17

Free for support-side users to minimize CRA
costs related to CreditXpert and Repository
Updates","Volume discount:
<= 249: $1
250 - 499: $0.90
500 - 999: $0.80
1,000 - 2,499: $0.60
2,500 - 4,999: $0.40
5,000 - 9,999: $0.30
10,000 - 24,999: $0.24
25,000 - 49,999: $0.20
>= 50,000: $0.17",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Consumer Credit Reports - Method 2,Usage,Consumer Credit Reports,N,,,,,0.25,3756,,,N,1000.0,"**Not preferred

Method 2 - $0.25 per infile","$0.25 per infile

Volume Discount
5,001-10,000: 5%
10,001-20,000: 10%
20,001-30,000: 20%
30,001-50,000: 25%
50,001+: 30%",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Consumer Credit Reports - Method 3,Usage,Consumer Credit Reports,N,,,,,1,3756,,,N,1000.0,"Method 3 - $1.00 per
report.","$1.00 per report.

Volume Discount
5,001-10,000: 5%
10,001-20,000: 10%
20,001-30,000: 20%
30,001-50,000: 25%
50,001+: 30%",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Consumer Credit Reports - Method 4,Usage,Consumer Credit Reports,N,,,,,1,3756,,,N,1000.0,"Method 4 - $1.00 for hard
inquiry and $0.50 for soft
inquiry","$1.00 for hard inquiry and $0.50 for soft inquiry

Volume Discount
<5k: 5%
5,001-10k: 10%
10,001-20k: 20%
20,001-30k: 25%
30,001-50k: 30%",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Mortgage Rating,Usage,Mortgage Rating,N,,,,,0.5,856,,,N,,12 month mortgage rating,,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Smart Select AutoUpgrade(Not Including Shield),Usage,Smart Select AutoUpgrade (Not Including Shield),N,,,,,0.15,859,,,N,,"Single Bureau Cascade is free. Billed when
SmartSelect prevents an upgrade.",Billed when SmartSelect stops an upgrade,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,SmartSelect Shield - Prequal Tier 1,Usage,SmartSelect Shield - Prequal Tier 1,N,,,,,0.25,5391,,,N,,"Auto Upgrade % During
Billable Period : Per Order
Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer
configured in MCL","Auto Upgrade % During Billable Period : Per Order Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer configured in MCL",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,SmartSelect Shield - Prequal Tier 2,Usage,SmartSelect Shield - Prequal Tier 2,N,,,,,0.45,5392,,,N,,"Auto Upgrade % During
Billable Period : Per Order
Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer
configured in MCL","Auto Upgrade % During Billable Period : Per Order Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer configured in MCL",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,SmartSelect Shield - Prequal Tier 3,Usage,SmartSelect Shield - Prequal Tier 3,N,,,,,0.65,5393,,,N,,"Auto Upgrade % During
Billable Period : Per Order
Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer
configured in MCL","Auto Upgrade % During Billable Period : Per Order Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer configured in MCL",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,SmartSelect Shield - Prequal Tier 4,Usage,SmartSelect Shield - Prequal Tier 4,N,,,,,0.85,5394,,,N,,"Auto Upgrade % During
Billable Period : Per Order
Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer
configured in MCL","Auto Upgrade % During Billable Period : Per Order Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer configured in MCL",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,SmartSelect Shield - Prequal Tier 5,Usage,SmartSelect Shield - Prequal Tier 5,N,,,,,1.05,5395,,,N,,"Auto Upgrade % During
Billable Period : Per Order
Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer
configured in MCL","Auto Upgrade % During Billable Period : Per Order Amount
90%+ : $0.25
80% to <90% : $0.45
70% to <80%: $0.65
60% to <70%: $0.85
<60%: $1.05

Auto Upgrade % are calculated per customer configured in MCL",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,SmartSelect Shield - Flex ID,Usage,SmartSelect Shield - Flex ID,N,,,,,0.1,5407,,,N,,Per FlexID Transaction (per individual),Per FlexID Transaction (per individual),,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,CIC Reports,Criminal Record Report,Usage,Criminal Record Report,N,,,,,0.5,892,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,CIC Reports,Eviction Report,Usage,Eviction Report,N,,,,,0.5,893,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,LexisNexis,LexisNexis Liens and Judgements,Usage,LexisNexis Liens and Judgements,N,,,,,0.25,894,,,N,,Standalone or credit report add-on,,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,PitchPoint,PitchPoint BLJ,Usage,PitchPoint BLJ,N,,,,,0.25,895,,,N,,Standalone or credit report add-on,,,
Shared,Shared,Add On - Credit Verification,Experian,Experian Business Credit Reports,Usage,Experian Business Credit Reports,N,,,,,2,6658,,,N,,"(aggregate)
< 2,500: $2
2,500 - 4,999: $1
>= 5,000: $0.50

Supports Business Profile Report, Intelliscore,
and List of Similars.
No charge if no record is found","Volume Discount
< 2,500: $2
2,500 - 4,999: $1
>= 5,000: $0.50

Supports Business Profile Report, Intelliscore, and List of Similars.
No charge if no record is found.",,
Shared,Shared,Add On - Credit Verification,Equifax,"Business Credit Industry
Report 2.0 (BCIR2)",Usage,"Business Credit Industry
Report 2.0 (BCIR2)",N,,,,,2,6658,,,N,,"(non-aggregate)
< 2,500: $2
2,500 - 4,999: $1
>= 5,000: $0.50

No charge if no record is found","Volume Discount
< 2,500: $2
2,500 - 4,999: $1
>= 5,000: $0.50

No charge if no record is found.",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,CreditXpert,Assure,Usage,Assure,N,,,,,0.05,915,,,N,,"Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.","Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,CreditXpert,CX Bundle,Usage,CX Bundle,N,,,,,0.45,921,,,N,,"CreditXpert products collectively have a $200
monthly minimum","Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,CreditXpert,Radar,Usage,Radar,N,,,,,0.18,918,,,N,,"Pricing effective 1/1/2021. If this note is still here
after that date, please reach out for pricing
clarification/update.
Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum","Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,CreditXpert,TrendScape,Usage,TrendScape,N,,,,,0.05,919,,,N,,"CreditXpert products collectively have a $200
monthly minimum.","Pricing is per individual per bureau
CreditXpert products collectively have a $200
monthly minimum.",,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,Equifax,UDN - Equifax,Usage,UDN - Equifax,N,1250,1740,,,0.5,926,,,N,,,Pricing is per individual,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,Experian,UDN - Experian,Usage,UDN - Experian,N,4000,1740,,,0.5,926,,,N,,,Pricing is per individual,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,TransUnion,UDN - TransUnion,Usage,UDN - TransUnion,N,1250,1740,,,0.5,926,,,N,,,Pricing is per individual,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,Credit Attributes,Usage,Credit Attributes,N,,,,,0.2,5344,,,N,,"50% rev-share with CRA
with minimum of $0.10 per
individual report and $0.20
per joint report

Pricing effective 1/1/2021. If this note is still here
after that date, please reach out for pricing
clarification/update.",Transaction fee is 50% of CRA retail price with minimum of $0.10 per individual report and $0.20 per joint report.,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,FAMM,Usage,FAMM,N,,,1200,853,,,,,N,,$100 flat fee per month,$100 flat fee per month,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,FAMM Email,Usage,FAMM Email,N,,,,,0.5,5309,,,N,,"Charge per successful FAMM email when using
the FAMM auto-email feature. CRA's configure if
""successful"" means the email is sent without
error, or if the recipient views the disclosure. ",Charge per successful FAMM email,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,MeridianLink,ZipOverride,Usage,ZipOverride,N,1000,5076,,,,,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,LexisNexis,RiskView Score,Usage,RiskView Score,N,,,,,0,3028,,,N,,"We would charge for this, but there is no
standard price since we haven't signed anyone
up for it yet.",,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,ID Analytics,Credit Optics Score,Usage,Credit Optics Score,N,,,,,0,3029,,,N,,"We would charge for this, but there is no
standard price since we haven't signed anyone
up for it yet.",,,
Verification Data Access,Mortgage Credit Link,Add On - Credit Verification,"Equifax, Experian, TransUnion",Raw Credit Data Reissue,Usage,Raw Credit Data Reissue,N,,,,,0.5,3026,,,N,,"Do not proactively offer. If moving forward,
requires NDA between ML and integrator",,,
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,ServiceLink,"ServiceLink Flood
Postback",Usage,"ServiceLink Flood
Postback",N,,,,,1,857,,,N,,"(aggregate)
< 2,500: $1
2,500 - 4,999: $0.75
>= 5,000: $0.50","Volume Discount
< 2,500: $1
2,500 - 4,999: $0.75
>= 5,000: $0.50",,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,"TaxReturnV
erifications.
com",Tax Transcript 3rd Party,Usage,Tax Transcript 3rd Party,N,,,,,0.5,3128,,,N,,"Supports 1040, W2, 1099, 1120, and 1065. Also applies to CRAs who have their own software.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Inco-Check,Tax Transcript 3rd Party,Usage,Tax Transcript 3rd Party,N,,,,,0.5,3166,,,N,,"Supports 1040, W2, 1099, 1120, and 1065. Also applies to CRAs who have their own software.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,NCS,Tax Transcript 3rd Party,Usage,Tax Transcript 3rd Party,N,,,,,0.5,3167,,,N,,"Supports 1040, W2, 1099, 1120, and 1065. Also applies to CRAs who have their own software.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Veri-Tax,Tax Transcript 3rd Party,Usage,Tax Transcript 3rd Party,N,,,,,0.5,3168,,,N,,"Supports 1040, W2, 1099, 1120, and 1065. Also applies to CRAs who have their own software.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,CRA,Tax Transcript 3rd Party,Usage,Tax Transcript 3rd Party,N,,,,,0.5,889,,,N,,"Supports 1040, W2, 1099, 1120, and 1065. Also applies to CRAs who have their own software.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,MeridianLink,Tax Transcript MCL,Usage,Tax Transcript MCL,N,,,,,0.69,890,,,N,,"Supports 1040, W2, 1099, 1120, and 1065",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,CRA,Manual VOD,Usage,Manual VOD,N,,,,,1,3286,,,N,,Service Request in MCL. Billed upon completion.,,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - One Time (Monthly Minimum Option),Usage,AccountChek VOA - One Time (Monthly Minimum Option),N,,,,,8,3287,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",Monthly Minimum of $500 for AccountChek offerings,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - 30 Day (Monthly Minimum Option),Usage,AccountChek VOA - 30 Day (Monthly Minimum Option),N,,,,,14,3288,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",Monthly Minimum of $500 for AccountChek offerings,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - 60 Day (Monthly Minimum Option),Usage,AccountChek VOA - 60 Day (Monthly Minimum Option),N,,,,,14,3289,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",Monthly Minimum of $500 for AccountChek offerings,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - 90 Day (Monthly Minimum Option),Usage,AccountChek VOA - 90 Day (Monthly Minimum Option),N,,,,,18,3290,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",Monthly Minimum of $500 for AccountChek offerings,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - One Time (Monthly Fee Option),Usage,AccountChek VOA - One Time (Monthly Fee Option),N,,,,,8,3287,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - 30 Day (Monthly Fee Option),Usage,AccountChek VOA - 30 Day (Monthly Fee Option),N,,,,,14,3288,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - 60 Day (Monthly Fee Option),Usage,AccountChek VOA - 60 Day (Monthly Fee Option),N,,,,,14,3289,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - 90 Day (Monthly Fee Option),Usage,AccountChek VOA - 90 Day (Monthly Fee Option),N,,,,,18,3290,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - Monthly Fee (Monthly Fee Option),Standard Monthly,AccountChek VOA - Monthly Fee (Monthly Fee Option),N,,,1200,905,,,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",Invoiced at $100/month,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - Direct Relationship One Time,Usage,AccountChek VOA - Direct Relationship One Time,N,,,,,1,3287,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - Direct Relationship 30 Day,Usage,AccountChek VOA - Direct Relationship 30 Day,N,,,,,1,3288,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - Direct Relationship 60 Day,Usage,AccountChek VOA - Direct Relationship 60 Day,N,,,,,1,3289,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,FormFree,AccountChek VOA - Direct Relationship 90 Day,Usage,AccountChek VOA - Direct Relationship 90 Day,N,,,,,1,3290,,,N,,"Pick all products from either Monthly Minimum, Monthly Fee, or Direct Relationship.

Monthly Fee / Monthly Minimum is upon first successful
AccountChek order.

No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Finicity,Finicity VOA,Usage,Finicity VOA,N,,,,,0,3296,,,N,,"No charge from ML for Day 1 Certainty as it's provided by the
vendor.",,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Finicity,Finicity VOIE,Usage,Finicity VOIE,N,,,,,0,?,,,N,,,,,
Verification Data Access,Mortgage Credit Link,Add On - Employment/Income/Asset Verification,Finicity,Finicity Reseller Billing API,Usage,Finicity Reseller Billing API,N,,,,,1,5364,,,N,,"(non-aggregate bundled with manual VOE)
<= 5,000: $1.00
5,001 - 10,000: $0.95
10,001 - 15,000: $0.90
15,001 - 20,000: $0.85
> 20,000: $0.80

Pulls in Experian/Finicity records ordered outside of the MCL system for unified billing inside of MCL.","VOE Products have aggregate volume discount
<= 5,000: $1.00
5,001 - 10,000: $0.95
10,001 - 15,000: $0.90
15,001 - 20,000: $0.85
> 20,000: $0.80",,
