Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Product Category,Add Ons,,,,,
,,,,,,
,,,,Values,,
Product Of (Primary Service),Primary Service Category,Internal Product Name,Internal Notes for Sales,One Time Fees,Annual Fees,Transaction Fees
,,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T1,Excludes LQA transactions; Requires Targeted Lender addendum,0,,1.03
,,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T2,Excludes LQA transactions; Requires Targeted Lender addendum,0,,1.24
,,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T3,Excludes LQA transactions; Requires Targeted Lender addendum,0,,1.45
,,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T1,Excludes LQA transactions; Requires Targeted Lender addendum,0,,1.03
,,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T2,Excludes LQA transactions; Requires Targeted Lender addendum,0,,1.24
,,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T3,Excludes LQA transactions; Requires Targeted Lender addendum,0,,1.45
,,wemlo - Consumer Credit Reports,(blank),0,,0
,,Calyx Integration - VOE,(blank),0,,1
,,Calyx Integration - VOI,(blank),0,,1
,,Calyx Integration - VOD,(blank),0,,1
,,Calyx Integration - VOA,(blank),0,,1
,,Calyx Integration - 4506C,(blank),0,,1
,,Calyx Integration - SSA89,(blank),0,,1
,Add On - Miscellaneous,CRA Office,Initial MCL setup fee includes one office,1050,1050,
,,Faxes Tier 1 (651+ Faxes),"(non-aggregate)
<= 650: $0.11 per
fax
> 650: $0.00",0,,0.11
,,Faxes Tier 2 (Up to 650 Faxes),(blank),0,,0.11
,,Okta Single Sign On,"The setup process requires the CRA to create a product in the Okta Integration Network, configure it to use MCL’s SSO integration with Okta, and get approval from Okta directly to be promoted to production. MCL Support and Engineering will work with the CRA throughout the process.",1050,,
,,Postback Service API,"Calculated in MCL this represents a % of what the CRA charges their customer Per Transaction

<= $5000: 5% of
retail price collected
$5001 - $15000:
3.5% of retail price
collected
> $15000: 2.5% of
retail price collected",0,,0.06
,,Premium Dashboard Benchmarks,(blank),0,1550,
,,SFTP Server,Annual fee billed in monthly installments /Per coordinator account,0,624,
,,Web Hosting,Annual fee billed in monthly installments,0,4944,
,Add On - Property Data,CoreLogic GeoAVM (MCL),(blank),0,,2.06
,,CoreLogic Home Value Explorer (HVE) (MCL) Tier 1 (5000+ Pulls),"(aggregate)
< 2,500: $2.06
2,500 - 4,999: $1.03
>= 5,000: $0.52",0,,0.52
,,CoreLogic Home Value Explorer (HVE) (MCL) Tier 2 (2500 - 4999 Pulls),(blank),0,,1.03
,,CoreLogic Home Value Explorer (HVE) (MCL) Tier 3 (Up to 2499 Pulls),(blank),0,,2.06
,,CoreLogic IVAL (MCL),(blank),0,,2.06
,,CoreLogic PASS (MCL),(blank),0,,2.06
,,Flood Transaction (MCL) Tier 1 (5000+ Reports),"(aggregate)
< 2,500: $1.03
2,500 - 4,999: $0.77
>= 5,000: $0.52",0,,0.52
,,Flood Transaction (MCL) Tier 2 (2500 - 4999 Reports),(blank),0,,0.78
,,Flood Transaction (MCL) Tier 3 (Up to 2499 Reports),(blank),0,,1.03
,,Flood Zone Determination - Basic (CoreLogic) (MCL),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,,Flood Zone Determination - Basic (Lereta) (MCL),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,,Flood Zone Determination - Basic (ServiceLink) (MCL),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,,Flood Zone Determination - Life of Loan (CoreLogic) (MCL),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,,Flood Zone Determination - Life of Loan (Lereta) (MCL),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,,Flood Zone Determination - Life of Loan (ServiceLink) (MCL),Quote pricing.  Price is not actually -$1234.00,0,,-1234
,,PMC (MCL),(blank),0,,2.06
,Add On - Property Verification,Blend Automated Valuation Model,(blank),0,,0.5
,,Blend Flood,(blank),0,,0.5
,,Blue Sage Automated Valuation Model,(blank),0,,0.5
,,Blue Sage Flood,(blank),0,,0.5
,,ServiceLink Flood Postback Tier 1 (5000+ Reports),"(aggregate)
< 2,500: $1.03
2,500 - 4,999: $0.77
>= 5,000: $0.52",0,,0.52
,,ServiceLink Flood Postback Tier 2 (2500 - 4999 Reports),(blank),0,,0.78
,,ServiceLink Flood Postback Tier 3 (Up to 2499 Reports),(blank),0,,1.03
