Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,LoansPQ Discount Module (Y/N),One Time Fee,NSItemID - OneTime,PRODUCT CODE-One-Time-Fee,Annual Fee,NSItemID-Annual,PRODUCT CODE-Annual Fee,Per Transaction Fee,NSItemID-Transaction,PRODUCT CODE-Transaction Fee,NSItemID-Overage,PRODUCT CODE-Overage,NSItemID-Commitment,PRODUCT CODE-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer,Column2,Status
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 5 (400-699 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 5 (400-699 Closed Loans/Mon) with 1 implementation,N,39250,1946,MORT-0019,,,,51.75,3754,,1943.0,MORT-0014,2042.0,MORT-0012,N,20700.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 5 (400-699 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 5 (400-699 Closed Loans/Mon) with 2 implementations,N,59000,1946,,,,,51.75,3754,MORT-0015,1943.0,,2042.0,MORT-0012,N,20700.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 5 (400-699 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 5 (400-699 Closed Loans/Mon) with 3 implementations,N,69000,1946,,,,,51.75,3754,MORT-0015,1943.0,,2042.0,MORT-0012,N,20700.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 6 (700-999 Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 6 (700-999 Closed Loans/Mon) with 1 implementation,N,43750,1946,MORT-0019,,,,46.25,3754,,1943.0,MORT-0014,2042.0,MORT-0012,N,32375.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 6 (700-999 Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 6 (700-999 Closed Loans/Mon) with 2 implementations,N,65750,1946,,,,,46.25,3754,MORT-0015,1943.0,,2042.0,MORT-0012,N,32375.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 6 (700-999 Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 6 (700-999 Closed Loans/Mon) with 3 implementations,N,76750,1946,,,,,46.25,3754,MORT-0015,1943.0,,2042.0,MORT-0012,N,32375.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 7 (1000+ Closed Loans/Mon) with 1 implementation,Closed Loans / Mon,LendingQB Level 7 (1000+ Closed Loans/Mon) with 1 implementation,N,46500,1946,MORT-0019,,,,43,3754,,1943.0,MORT-0014,2042.0,MORT-0012,N,43000.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 7 (1000+ Closed Loans/Mon) with 2 implementations,Closed Loans / Mon,LendingQB Level 7 (1000+ Closed Loans/Mon) with 2 implementations,N,69750,1946,,,,,43,3754,,1943.0,,2042.0,MORT-0012,N,43000.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Origination - Mortgage,LendingQB,Primary Service,MeridianLink,LendingQB Level 7 (1000+ Closed Loans/Mon) with 3 implementations,Closed Loans / Mon,LendingQB Level 7 (1000+ Closed Loans/Mon) with 3 implementations,N,81500,1946,,,,,43,3754,MORT-0015,1943.0,,2042.0,MORT-0012,N,43000.0,"
** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.  						
** Implementation fees should be discounted by 10% for all The Mortgage Collaborative (TMC) Lender Member Companies.
** Retail and broker business channels are treated as a single business channel if implemented at the same time.  
** If customer wants to add additional channels after the initial service deployment there may be additional costs. 

							
",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (0-9 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,PORT-0017,,,,30,5386,,5329.0,,5328.0,PORT-0005,N,0.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (10-24 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,PORT-0017,,,,25,5386,PORT-0006,5329.0,,5328.0,PORT-0005,N,250.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (25-49 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,PORT-0017,,,,21,5386,PORT-0006,5329.0,,5328.0,PORT-0005,N,525.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (50-99 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,PORT-0017,,,,17.5,5386,,5329.0,,5328.0,PORT-0005,N,875.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (100-399 Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,PORT-0017,,,,14.5,5386,PORT-0006,5329.0,,5328.0,PORT-0005,N,1450.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage (400+ Closed Loans/Mon),Closed Loans in AP/ Mon,Application Portal - Mortgage,N,2250,5304,PORT-0017,,,,12,5386,PORT-0006,5329.0,,5328.0,PORT-0005,N,4800.0,"*Use defined as applications originated in AP or applications using the AP status check ** if you create an app commitment between levels, you must use the per application fee of the lower level.",,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Site Analytics,Standard,Application Portal Mortgage - Site Analytics,N,,,,1050,5327,,,,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Additional Portal,Standard,Application Portal Mortgage - Additional Portal,N,,,,1050,4215,PORT-0015,,,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Custom URL,Standard,Application Portal Mortgage - Custom URL,N,,,,1050,4216,PORT-0007,,,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - Equifax InstaTouch,Standard,Application Portal Mortgage - Equifax InstaTouch,N,1500,5288,PORT-0018,,,,2.1,5289,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountCheck - One Time,Standard,Application Portal Mortgage - AccountCheck - One Time,N,,,,,,,8.4,1940,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountCheck - 30 Day Monitoring,Standard,Application Portal Mortgage - AccountCheck - 30 Day Monitoring,N,,,,,,,14.7,3529,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountCheck - 60 Day Monitoring,Standard,Application Portal Mortgage - AccountCheck - 60 Day Monitoring,N,,,,,,,14.7,3530,,,,,,N,,,,,
Digital Lending,LendingQB,Add On - Application Portal,MeridianLink,Application Portal Mortgage - AccountCheck - 90 Day Monitoring,Standard,Application Portal Mortgage - AccountCheck - 90 Day Monitoring,N,,,,,,,18.9,3531,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (0-249 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,,5338,,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (250-499 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,CONS-0212,,5338,,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (500-999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,CONS-0212,,5338,,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (1000-1999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,,5338,,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (2000-3999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,CONS-0212,,5338,,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (4000-7999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,CONS-0212,,5338,,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP (8000+  apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP,N,6500,5335,,,5338,PORT-0004,99,5339,CONS-0006,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (0-249 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (0-249 apps),N,6500,5335,CONS-0212,,5338,,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (250-499 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (250-499 apps),N,6500,5335,CONS-0212,,5338,,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (500-999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (500-999 apps),N,6500,5335,,,5338,,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (1000-1999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (1000-1999 apps),N,6500,5335,CONS-0212,,5338,,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (2000-3999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (2000-3999 apps),N,6500,5335,CONS-0212,,5338,,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (4000-7999 apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (4000-7999 apps),N,6500,5335,,,5338,,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Primary Service,MeridianLink,LoansPQ - Business Module - SBA PPP with eTrans (8000+  apps),App Commitment / Mon,LoansPQ - Business Module - SBA PPP with eTrans (8000+  apps),N,6500,5335,CONS-0212,,5338,PORT-0004,99,5343,CONS-0008,,,,,N,,"**New Logo Only, Additional Add-Ons (Docusign Excluded) require case-by-case approval or purchase of full LPQ",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (+8k apps),App Commitment / Mon,Address Verification (+8k apps),N,,,,15750,741,,,,,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (0 - 499 apps),App Commitment / Mon,Address Verification (0 - 499 apps),N,,,,1050,741,CONS-0052,,,,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (1k - 1.99k apps),App Commitment / Mon,Address Verification (1k - 1.99k apps),N,,,,6300,741,CONS-0052,,,,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (2k - 3.99k apps),App Commitment / Mon,Address Verification (2k - 3.99k apps),N,,,,9450,741,,,,,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (4k - 7.99k apps),App Commitment / Mon,Address Verification (4k - 7.99k apps),N,,,,12600,741,CONS-0052,,,,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,U.S. Postal Services,Address Verification (500 - 999 apps),App Commitment / Mon,Address Verification (500 - 999 apps),N,,,,3150,741,CONS-0052,,,,,,,,N,,Specified app volume is monthly consumer/XA app commitment,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Address Verification,,IST CorrectAddress,Standard,IST CorrectAddress,N,,,,,,,0.11,2139,,,,,,N,,Applies to both test and production,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Call Center,CUNA Loanlink,Co-op,Standard,Co-op,N,3000,5312,CONS-0255,1050,2555,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Call Center,LSI,LSI,Standard,LSI,N,3000,4310,CONS-0195,1050,2555,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Call Center,PSCU,PSCU,Standard,PSCU,N,3000,4315,CONS-0248,1050,2555,,,,,,,,,N,,,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,Core Conversion,Standard,Core Conversion,N,10500,6761,,,,,,,,,,,,N,,,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,Fiserv DNA Fee (pass through from vendor),Standard,Fiserv DNA Fee (pass through from vendor),N,5250,6761,SHARED-0035,,,,,,,,,,,N,,In addition to ML project fee,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,JHA to JHA,Standard,JHA to JHA,N,3675,6761,SHARED-0035,,,,,,,,,,,N,,,,,
SHARED,SHARED,Add On - Core Conversion,MeridianLink,Symitar Reconversion,Standard,Symitar Reconversion,N,5250,6761,,,,,,,,,,,,N,,Update on Symitar version for additional mappings,,,
SHARED,SHARED,Add On - Core Integration,COCC,COCC,Standard,COCC,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,White labeled version of DNA,,,
SHARED,SHARED,Add On - Core Integration,CUAnswers,CUBase,Standard,CUBase,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Cunify,Standard,Cunify,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,CUDP,CUProdigy,Standard,CUProdigy,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,DataSafe,Standard,DataSafe,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,DNA,Standard,DNA,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Episys,Standard,Episys,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,ESP,ESP (Forza),Standard,ESP (Forza),N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,CMC,Flex,Standard,Flex,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Galaxy,Standard,Galaxy,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FIS,Horizon,Standard,Horizon,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FIS,IBS,Standard,IBS,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,EPL,iPower,Standard,iPower,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Jack Henry 20/20,Standard,Jack Henry 20/20,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Jack Henry CoreDirector,Standard,Jack Henry CoreDirector,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,JHA,Jack Henry Silverlake,Standard,Jack Henry Silverlake,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Corelation,KeyStone,Standard,KeyStone,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FIS,Bankway (Metavante),Standard,Bankway (Metavante),N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features;,,,
SHARED,SHARED,Add On - Core Integration,FIS,Miser,Standard,Miser,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Share One,NewSolutions,Standard,NewSolutions,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Finastra,Phoenix EFE,Standard,Phoenix EFE,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Portico,Standard,Portico,N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,Spectrum (Summit),Standard,Spectrum (Summit),N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Finastra,UltraData OpenPath,Standard,UltraData OpenPath,N,11025,6760,,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,FiServ,XP System (XP2),Standard,XP System (XP2),N,11025,6760,SHARED-0034,2756,6563,SHARED-0019,,,,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,
SHARED,SHARED,Add On - Core Integration,Other,New Core Integration,Standard,New Core Integration,N,11025,6760,SHARED-0034,2756,6563,,,,,,,,,N,,Using ML standard schema = full integration; New schema includes Import Customer and View Account and additional features can be built as prof svcs; contact Product Mgmt for project timelines,,,
SHARED,SHARED,Add On - Core Integration,MeridianLink,Send Application Records to Core,Standard,Send Application Records to Core,N,2625,?,,,,,,,,,,,,N,,"For Symitar clients, they can have either Loan Records or Loan App Records as a part of their contract. If they want both, we'll need to charge the fee. For Corelation clients, we enable Loan Records by default. If they want to add Loan App Records, we'll need to charge the fee.",,,
SHARED,SHARED,Add On - Core Integration,Fiserv,Fiserv DNA Credit Push,Standard,Fiserv DNA Credit Push,N,2100,?,,1050,?,,,,,,,,,N,,,,,
SHARED,SHARED,Add On - Core Integration,Fiserv,Fiserv Data Center Direct Connection,Standard,Fiserv Data Center Direct Connection,N,4725,?,,5250,?,,,,,,,,,N,,ML directly connects to Fiserv's data center in Cherry Hill for clients who have their core hosted there.,,,
SHARED,SHARED,Add On - Credit Analytics,CreditXpert,Wayfinder (LPQ),Standard,Wayfinder,N,,,,,,,6.300000000000001,6656,SHARED-0020,,,,,N,,formerly known as Credit Analyzer,,,
SHARED,SHARED,Add On - Credit Analytics,CreditXpert,What-If Simulator,Standard,What-If Simulator,N,,,,,,,6.300000000000001,6657,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,FIS,RTDX / Base2000,Standard,RTDX / Base2000,N,3675,1448,CONS-0235,1575,749,,,,,,,,,N,,Clients are required to utilize RTDX moving forward,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,CCM Interface with OSI,Standard,CCM Interface with OSI,N,3675,1448,CONS-0235,1575,749,CONS-0118,,,,,,,,N,,Fiserv DNA Creating Credit Card Application,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Fiserv,CPS,Standard,CPS,N,3675,1448,CONS-0235,1575,749,CONS-0118,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Worldpay fka Vantiv,FDR Vantiv,Standard,FDR Vantiv,N,3675,1448,CONS-0235,1575,749,,,,,,,,,N,,Batch integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Worldpay fka Vantiv,VantivFI,Standard,VantivFI,N,3675,1448,CONS-0235,1575,749,CONS-0118,,,,,,,,N,,API integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,Fiserv,Originate Loans,Standard,Originate Loans,N,3675,?,,1575,?,,,,,,,,,N,,"Only available for personal CC, not business CC. Also referred to as the Omaha platform.
",,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,PSCU,Standard,PSCU,N,3675,1448,CONS-0235,1575,749,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,TMG,Standard,TMG,N,3675,1448,CONS-0235,1575,749,CONS-0118,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,Tsys ADM,Standard,Tsys ADM,N,3675,1448,CONS-0235,1575,749,CONS-0118,,,,,,,,N,,Batch integration,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Credit Card Systems,,Visa Advanced ID Solutions (VAIS),Standard,Visa Advanced ID Solutions (VAIS),N,3675,1448,CONS-0235,1575,749,,,,,,,,,N,,,,,
Origination - Consumer,LoansPQ/XpressAccounts,Add On - Custom Score,Experian,Fast Start,Standard,Fast Start,N,,,,1050,4173,CONS-0063,,,,,,,,N,,,,,
